"wals","FAM","GEN","SUBGEN","OID_","Language","Population","Latitude","Longitude","Genus","Family","alt","bio1","bio4","bio12","bio17","X100alt","X100bio1","X100bio4","X100bio12","X100bio17","X500alt","X500bio1","X500bio4","X500bio12","X500bio17","ID","ISO.code","Language.1","Family.1","Region","Autotyp.area","Coordinates"
"bej","Afro-Asiatic","Cushitic","NorthCushitic",1,"O'odham",14094,32,-112,208101,208,622,203,7088,281,14,721.17,198.07,6939.15,304.04,15.4,933.5,176.43,6610.52,303.57,21.44,1,"bej ","Beja ","Afro-Asiatic ","Africa ","North Africa ","18, 36"
"brf","Afro-Asiatic","Berber","NorthernBerber",3,"Ahtna",80,62,-145,168101,168,657,-35,12082,326,35,846.88,-38.96,11450.3,417.84,52.65,937.13,-46.77,11587.9,561.44,81.53,3,"rif ","Riff ","Afro-Asiatic ","Africa ","North Africa ","34, -4"
"kbl","Afro-Asiatic","Berber","NorthernBerber",4,"Akawaio",5350,6,-59.5,123101,123,157,257,566,2494,360,238.79,253.41,548.85,2375.05,354.36,269.54,257.27,536.47,2025.02,223.54,4,"kab ","Kabyle ","Afro-Asiatic ","Africa ","North Africa ","36.5, 5"
"tas","Afro-Asiatic","Berber","NorthernBerber",5,"Alamblak",1530,-4.67,143.33,188101,188,70,269,246,3124,509,712.17,235.93,281.91,2873.98,479.71,578.49,239.35,513.91,3235.17,579.83,5,"shi ","Tashelhiyt ","Afro-Asiatic ","Africa ","North Africa ","31, -5"
"bud","Afro-Asiatic","Chadic","Biu-Mandara",7,"Albanian",7436990,41,20,145101,145,112,152,6076,1041,115,606.04,121.77,6077.08,1082.28,124.65,597.45,114.76,6692.58,813.72,123.16,7,"bdm ","Buduma ","Afro-Asiatic ","Africa ","West Africa ","13.6, 14"
"gnd","Afro-Asiatic","Chadic","Biu-Mandara",8,"Aleut(Eastern)",500,54.75,-164,135102,135,490,20,4454,975,178,201.88,31.3,4519.49,959.14,171.24,154.61,32.3,4722.4,894.44,156.18,8,"gqa ","Ga'anda ","Afro-Asiatic ","Africa ","West Africa ","10.33, 12.58"
"gud","Afro-Asiatic","Chadic","Biu-Mandara",9,"Amele",5300,-5.25,145.58,202101,202,111,263,209,3319,488,691.74,235.26,306.3,3140.27,421.17,693.78,233.11,517.13,3151.55,545.43,9,"gde ","Gude ","Afro-Asiatic ","Africa ","West Africa ","10.05, 14.3"
"mrg","Afro-Asiatic","Chadic","Biu-Mandara",10,"Amharic",21811560,10,38,101101,101,1183,228,1492,905,15,2049.84,180.33,1303.45,1130.97,27.47,1534.74,213.37,1352.61,1051.06,40.53,10,"mrt ","Margi ","Afro-Asiatic ","Africa ","West Africa ","11, 13"
"mof","Afro-Asiatic","Chadic","Biu-Mandara",11,"Amuesha",9830,-10.5,-75.42,109101,109,2068,174,793,1145,92,2195.86,163.3,626.47,1594.91,154.51,1622.01,186.89,822.29,1364.75,134.68,11,"mif ","Mofu ","Afro-Asiatic ","Africa ","West Africa ","10.5, 14"
"mgu","Afro-Asiatic","Chadic","Biu-Mandara",12,"GreatAndamanese",7,12,92.67,136101,136,50,264,656,3062,80,45.18,265.1,651.42,3066.61,78.89,38.77,267.71,648.37,2819.01,89.53,12,"mug ","Musgu ","Afro-Asiatic ","Africa ","West Africa ","11, 15"
"ter","Afro-Asiatic","Chadic","Biu-Mandara",13,"ApinayΘ",1260,-5.5,-48,160101,160,145,265,287,1675,57,189.31,261.34,312.76,1669.23,63.6,201.51,261.26,425.38,1782.9,76.82,13,"ttr ","Tera ","Afro-Asiatic ","Africa ","West Africa ","11, 11.83"
"awn","Afro-Asiatic","Cushitic","CentralCushitic",14,"Apurinπ",2780,-9,-67,109101,109,169,258,569,1994,114,152.55,258.42,588.39,1978.7,110.12,166.53,257.86,604.1,2088.66,144.74,14,"awn ","Awngi ","Afro-Asiatic ","Africa ","Ethiopia ","10.83, 36.67"
"bln","Afro-Asiatic","Cushitic","CentralCushitic",15,"Arabela",50,-2,-75.17,222101,222,191,257,522,2737,526,192,256.95,512.7,2796.33,546.12,539.96,241.93,489.12,2593.98,463.15,15,"byn ","Bilin ","Afro-Asiatic ","Africa ","Ethiopia ","15.9, 38.3"
"kem","Afro-Asiatic","Cushitic","CentralCushitic",16,"Arabic(Egyptian)",53990000,30,31,101101,101,195,204,5407,25,0,103.87,207.98,5442.56,24.62,0,243.71,204.1,5509.18,31.64,0,16,"ahg ","Kemant ","Afro-Asiatic ","Africa ","Ethiopia ","12.9, 37"
"ker","Afro-Asiatic","Chadic","EastChadic",17,"Araona",110,-12.33,-67.75,193101,193,191,259,1014,1735,133,195.13,258.75,1013.98,1747.09,134.02,727.84,231.72,1005.81,1798.75,130.14,17,"ker ","Kera ","Afro-Asiatic ","Africa ","West Africa ","9.83, 15.08"
"lel","Afro-Asiatic","Chadic","EastChadic",18,"Archi",970,42,46.83,169101,169,3191,-21,7188,747,63,1714.09,56.97,7642,686.98,71.22,799.79,96.81,8653.09,464.79,64.19,18,"lln ","Lele ","Afro-Asiatic ","Africa ","West Africa ","9.08, 15.58"
"orh","Afro-Asiatic","Cushitic","EastCushitic",19,"Armenian(Eastern)",5924320,40,45,145110,145,1742,74,8345,399,59,1704.49,76.14,8503.35,418.28,55.83,1370.98,90.1,8425.92,590.98,63.47,19,"hae ","Oromo ","Afro-Asiatic ","Africa ","Ethiopia ","9, 37"
"ren","Afro-Asiatic","Cushitic","EastCushitic",20,"Asmat",7000,-5.5,138.5,202103,202,20,267,702,4176,901,21.78,266.88,690,3949.6,857.8,461.01,245.55,576.09,3208.6,620.15,20,"rel ","Rendille ","Afro-Asiatic ","Africa ","Southern Africa ","2, 37.5"
"som","Afro-Asiatic","Cushitic","EastCushitic",21,"Atayal",84300,24.5,121.33,112102,112,2645,87,3413,3199,298,829.55,181.95,3946.82,2532.44,260.77,458.77,187.28,5555.24,1828.86,157.02,21,"som ","Somali ","Afro-Asiatic ","Africa ","Ethiopia ","3, 45"
"cop","Afro-Asiatic","Egyptian","Egyptian",22,"Avar",715000,42.5,46.5,169102,169,2022,34,7582,777,68,1646.95,52.07,7902.44,707.43,70.39,754.01,94.48,8781.33,470.01,67.12,22,"cop ","Coptic ","Afro-Asiatic ","Africa ","North Africa ","29, 31"
"diz","North_Omotic","Dizoid","Dizoid",23,"AwaPit",13000,1.5,-78.25,115101,115,397,241,235,4854,1018,776.64,223.85,265.08,3124.81,543.81,960.26,217.31,443.21,2657.16,419.83,23,"mdx ","Dizi ","Afro-Asiatic ","Africa ","Ethiopia ","6.17, 36.5"
"hmr","South_Omotic","AHK","Hamer-Karo",24,"Aymara",2808000,-17,-69,113101,113,3877,82,2309,530,9,4081.92,67.6,2194.56,522.48,11.74,2740.42,128.34,1978.64,894.4,67.19,24,"amf ","Hamer ","Afro-Asiatic ","Africa ","Ethiopia ","5, 36.5"
"wly","North_Omotic","Gonga-Gimojan","Gimojan",25,"Azerbaijani",24237550,40.5,48.5,105101,105,46,142,8410,381,55,518.09,119.93,8076.59,425.02,61.52,795.61,111.47,8317.03,459.37,53.32,25,"wal ","Ometo ","Afro-Asiatic ","Africa ","Ethiopia ","6.6, 37.75"
"zay","North_Omotic","Gonga-Gimojan","Gimojan",26,"Baining",2200,-4.58,152,114101,114,540,242,385,2523,502,362.35,250.86,383.38,2941.5,550.09,282.54,253.82,400.42,3381.4,618.2,26,"zay ","Zayse ","Afro-Asiatic ","Africa ","Ethiopia ","5.8, 37.3"
"amh","Afro-Asiatic","Semitic","SouthSemitic",27,"Bakairφ",950,-14,-55,123101,123,444,241,1064,1661,36,457.76,239.75,1080.85,1702.58,37.1,366.63,247.35,1159.88,1738.84,37.38,27,"amh ","Amharic ","Afro-Asiatic ","Africa ","Ethiopia ","10, 38"
"aeg","Afro-Asiatic","Semitic","CentralSemitic",28,"Bandjalang(Yugumbir)",100,-27.92,153,110102,110,54,196,3998,932,122,216.22,187.81,3895.12,1213.84,147.04,365.32,182.93,4681.85,876.6,124.17,28,"arz ","Arabic_Egyptian ","Afro-Asiatic ","Africa ","North Africa ","30, 30"
"arg","Afro-Asiatic","Semitic","CentralSemitic",29,"Bardi",160,-16.58,122.92,110103,110,24,276,2258,706,4,45.41,274.84,2434.04,685.43,3.39,187.96,269.19,3487.48,670.75,8.73,29,"afb ","Arabic_Gulf ","Afro-Asiatic ","Eurasia ","Middle East ","24, 54"
"ams","Afro-Asiatic","Semitic","CentralSemitic",30,"Bashkir",1221340,53,58,105101,105,697,3,13105,454,71,564.96,9.97,13090.6,437.58,67.57,310.67,26.01,13002,425.83,66.54,30,"arb ","Arabic ","Afro-Asiatic ","Eurasia ","Middle East ","33, 44"
"amr","Afro-Asiatic","Semitic","CentralSemitic",31,"Basque",657876,43,-3,116101,116,727,108,4793,947,171,651.95,113.08,4890.75,887.65,158.28,696.95,116.89,5766.14,665.11,115.63,31,"ary ","Arabic_Moroccan ","Afro-Asiatic ","Africa ","North Africa ","34, -7"
"asy","Afro-Asiatic","Semitic","CentralSemitic",32,"Batak(karo)",600000,3.25,98.25,112103,112,842,223,310,2810,474,638.26,234.53,355.7,2565.92,418.98,348.74,251.49,370.78,2628.93,434.5,32,"apc ","Arabic_Syrian ","Afro-Asiatic ","Eurasia ","Middle East ","33, 37"
"atu","Afro-Asiatic","Semitic","CentralSemitic",33,"Batak(Toba)",2000000,2.5,99,112103,112,968,214,253,2170,309,752.8,226.39,298.52,2496.55,400.49,319.15,252.67,361.94,2621.14,438.65,33,"aeb ","Arabic_Tunisian ","Afro-Asiatic ","Africa ","North Africa ","36, 10"
"heb","Afro-Asiatic","Semitic","CentralSemitic",35,"BellaCoola",20,52.5,-126.67,185101,185,720,45,6049,1394,181,1100.76,28.13,5922.67,1339.13,189.74,935.87,29.33,6795.81,1141.91,150.36,35,"heb ","Hebrew ","Afro-Asiatic ","Eurasia ","Middle East ","31.75, 35.17"
"tgr","Afro-Asiatic","Semitic","SouthSemitic",36,"Bengali",110000000,24,90,145102,145,10,256,3773,1883,35,11.23,257.01,3755.89,1875.56,34.84,483.26,230.98,3923.7,2048.19,32.96,36,"tig ","Tigré ","Afro-Asiatic ","Africa ","Ethiopia ","16.5, 38.5"
"tig","Afro-Asiatic","Semitic","SouthSemitic",37,"Bisa",582000,11.5,-0.5,171108,171,233,284,1915,831,7,262,280.76,1946.56,860.33,4.76,271.04,278.87,2064.06,848.97,8.76,37,"tir ","Tigrinya ","Afro-Asiatic ","Africa ","Ethiopia ","14.5, 38.5"
"irq","Afro-Asiatic","Cushitic","SouthCushitic",38,"Bororo",1390,-16,-57,160102,160,144,260,1632,1267,61,203.49,256.67,1608.21,1299.11,61.32,326.4,245.96,1557.74,1525.03,64.6,38,"irk ","Iraqw ","Afro-Asiatic ","Africa ","Southern Africa ","-3.5, 35"
"anc","Afro-Asiatic","Chadic","WestChadic",39,"Brahui",4220000,28.5,67,132101,132,1572,177,7207,195,11,1256.27,197.61,7396.43,171.19,10.99,837.29,219.65,7522.76,164.87,7.99,39,"anc ","Angas ","Afro-Asiatic ","Africa ","West Africa ","9.75, 8.75"
"goe","Afro-Asiatic","Chadic","WestChadic",40,"Breton",225000,48,-3,145103,145,92,112,4267,891,153,108.04,110.36,4264.41,894.14,153.4,95.52,108.17,4764.03,837.07,161.61,40,"ank ","Goemai ","Nilo-Saharan ","Africa ","West Africa ","8.67, 9.75"
"hau","Afro-Asiatic","Chadic","WestChadic",41,"Bru(Western)",20000,16.75,104.75,111101,111,156,262,2479,1515,9,188.27,260.39,2413.86,1675.44,13.17,351.74,249.4,2347.78,1726.93,39.54,41,"hau ","Hausa ","Afro-Asiatic ","Africa ","West Africa ","12, 7"
"knk","Afro-Asiatic","Chadic","WestChadic",42,"Arapesh(Mountain)",4340,-3.47,143.17,200101,200,622,238,196,1980,322,159.15,261.91,201.18,2095.37,350.64,659.44,236.06,422.53,3371.11,625.63,42,"kna ","Kanakuru ","Afro-Asiatic ","Africa ","West Africa ","10, 12"
"miy","Afro-Asiatic","Chadic","WestChadic",43,"Bulgarian",6795150,42.5,25,145104,145,551,97,7616,615,122,553.92,98.16,7539.36,621.3,121.29,420.49,108.13,7371.98,617.12,102.25,43,"mkf ","Miya ","Afro-Asiatic ","Africa ","West Africa ","11, 10"
"ngz","Afro-Asiatic","Chadic","WestChadic",44,"Burarra",1070,-12.25,134.58,110104,110,56,268,1860,1202,3,71.16,269.08,1938.17,1215.59,3.88,109.26,270.27,2555.33,1127.44,6.49,44,"ngi ","Ngizim ","Afro-Asiatic ","Africa ","West Africa ","12.08, 10.92"
"paa","Afro-Asiatic","Chadic","WestChadic",45,"Burushaski",87000,36.5,74.5,118101,118,4380,-34,9661,153,19,4180.12,-19.93,9540.44,171.97,20.8,3270.35,30.09,9265.64,406.88,39.56,45,"pqa ","Pa'a ","Nilo-Saharan ","Africa ","West Africa ","11, 9.25"
"per","Afro-Asiatic","Chadic","WestChadic",46,"Cahuilla",35,33.5,-116.25,208102,208,1219,148,6506,368,28,669.91,179.79,6512.21,284.4,15.72,764.89,172.96,6806.99,227.98,14.31,46,"pip ","Pero ","Nilo-Saharan ","Africa ","West Africa ","9.58, 11"
"qaw","Kawesqar","NorthCentralAlacufan","NorthCentralAlacufan",48,"Camsß",4000,1.17,-77,122101,122,2966,112,397,2201,417,1777.76,177.72,327.42,2306.47,393.88,867.55,223.94,469.51,2688.7,417.79,48,"alc ","Qawésqar ","Alaculufan ","South America ","Patagonia ","-50, -75"
"bla","Algic","Algonquian","Algonquian",49,"Canela-Krah⌠",1900,-6,-46,160101,160,259,259,612,1238,30,294.86,256.16,605.8,1223.97,35.01,229.91,262.91,568.24,1519.38,49.26,49,"bla ","Blackfoot ","Algic ","North America ","Western North America ","50, -112.67"
"car","Cariban","Guianan","Guianan",50,"Carib",7358,5.5,-56,123101,123,16,270,634,2068,277,34.81,268.86,630.53,2136.04,276.09,177.3,260.35,594.75,2236.61,238.51,50,"cwd ","Cree_Woods ","Algic ","North America ","Eastern North America ","58, -102"
"cre","Algic","Algonquian","Cree-Montagnais-Naskapi",51,"Catalan",7220420,41.75,2,145105,145,521,136,5519,679,119,682.85,123.74,5504.52,776.19,149.17,534.99,118.6,5646.03,744.25,145.51,51,"crk ","Cree_Plains ","Algic ","North America ","Western North America ","54, -116"
"mtt","Algic","Algonquian","EasternAlgonquian",52,"Cayuvava",4,-13.5,-65.5,124101,124,144,261,938,1500,80,147.03,261.14,1010.11,1553.2,90.87,541.69,239.96,1154.53,1715.42,118.48,52,"wam ","Massachusetts ","Algic ","North America ","Eastern North America ","42.5, -71"
"men","Algic","Algonquian","Algonquian",53,"Chamorro",94700,13.45,144.75,112104,112,78,269,463,2358,263,82.84,268,461.68,2344.11,277.32,72.68,266.8,576.63,2164.32,269.18,53,"mez ","Menominee ","Algic ","North America ","Eastern North America ","45.5, -88.33"
"mtg","Algic","Algonquian","Cree-Montagnais-Naskapi",54,"Chehalis(Upper)",0,46.58,-123,185102,185,223,98,4864,1551,124,235.74,96.09,4764.67,1834.78,135.71,742.29,74.96,5928.48,1216.14,105.21,54,"moe ","Montagnais ","Algic ","North America ","Eastern North America ","52, -65"
"oji","Algic","Algonquian","Ojibwa-Potawatomi",55,"Chickasaw",600,34,-88,167101,167,143,155,7579,1495,278,141.52,159.71,7563.45,1454.69,269.76,147.02,161.01,7549.59,1387.75,268.28,55,"ojg ","Ojibwe ","Algic ","North America ","Eastern North America ","47.67, -92.5"
"psm","Algic","Algonquian","EasternAlgonquian",56,"Chukchi",5100,67,-173,225101,225,9,-72,9845,310,37,134.08,-74.33,9719.34,340.9,43.19,171.66,-71.21,9576.85,421.3,56.69,56,"pqm ","Passamaquoddy-Maliseet ","Algic ","North America ","Eastern North America ","45, -67"
"wiy","Algic","Wiyot","Wiyot",57,"Chuvash",1077420,55.5,47.5,105101,105,173,36,11457,545,76,145.6,37.05,11473.4,542.81,76.98,142.76,37.84,11465.4,563.1,87.71,57,"wiy ","Wiyot ","Algic ","North America ","California ","40.83, -124.17"
"yur","Algic","Yurok","Yurok",58,"Comanche",100,33.5,-101.5,208103,208,897,158,7947,512,47,899.99,157.4,7943.75,504.19,46.85,901.46,157.55,7884.89,503.2,54.58,58,"yur ","Yurok ","Algic ","North America ","California ","41.33, -124"
"but","Mongolic","EasternMongolic","Oirat-Khalkha",59,"Coos(Hanis)",0,43.5,-124.17,176101,176,39,111,2969,1651,78,294.31,105.32,3997.02,1636.39,75.19,837.52,87.58,5580.44,1234.36,76.99,59,"bxm ","Buryat ","Mongolic ","Eurasia ","Northern Eurasia ","52, 108"
"dgr","Mongolic","Dagur","Dagur",60,"Cree(Plains)",16040,54,-110,104101,104,664,9,11932,451,55,598.07,11.11,11993.2,440.3,53.59,609.02,9.49,12142.5,420.46,51.82,60,"dta ","Dagur ","Mongolic ","Eurasia ","Northern Eurasia ","48, 124"
"oir","Mongolic","EasternMongolic","Oirat-Khalkha",61,"Kuna",57100,8,-77.33,126102,126,569,236,390,2528,172,198.83,256.57,382.1,2643.36,169.47,504.63,249.41,396.57,2760.39,291.74,61,"xal ","Kalmyk ","Mongolic ","Eurasia ","Middle East ","45, 47"
"kha","Mongolic","EasternMongolic","Oirat-Khalkha",62,"Dagur",96100,48,124,105102,105,167,26,14722,447,8,204.66,22.87,14706.9,451.98,8.72,438.49,5.4,14833.8,487.65,11.45,62,"khk ","Khalkha ","Mongolic ","Eurasia ","Northern Eurasia ","47, 105"
"mgg","Mongolic","SouthernPeripheryMongolic","Shirongol",63,"Daju(DarFur)",80000,12.25,25.25,172115,172,620,271,2428,385,0,651.83,266.04,2487.88,411.38,0,668.46,261.08,2542.99,512.9,0.18,63,"mjg ","Mongguor ","Mongolic ","Eurasia ","Northern Eurasia ","36, 102"
"mog","Mongolic","WesternMongolic","WesternMongolic",64,"Dani(LowerGrandValley)",20000,-4.33,138.83,202105,202,3547,95,792,3694,866,1540.62,196.58,568.88,3182.59,697.14,489.24,244.4,541.07,3261.47,643.39,64,"mhj ","Moghol ","Mongolic ","Eurasia ","Northern Eurasia ","35, 62"
"dar","Indo-European","Indo-Iranian","Indo-Aryan",65,"Darai",10200,24,84,145102,145,309,251,5495,1111,29,441.37,245.04,5349.47,1143.54,26.63,281,253.08,4946,1247.81,24.66,65,"mon ","Mongolian ","Mongolic ","Eurasia ","Northern Eurasia ","50, 105"
"ord","Mongolic","EasternMongolic","Oirat-Khalkha",66,"Dla(Proper)",1690,-3.58,141,186101,189,356,251,217,2531,429,301.94,253.48,232.63,2540.32,444.09,573.99,240.77,472.47,3291.97,639.98,66,"mvf ","Ordos ","Mongolic ","Eurasia ","Northern Eurasia ","39, 109"
"evn","Tungusic","Tungus","Ewen",67,"Diegue±o(MesaGrande)",370,32.67,-116.17,142102,142,929,157,6232,295,16,562.85,177.03,5919.74,280.4,12.98,653.99,181.43,6647.8,214.23,11.59,67,"eve ","Even ","Tungusic ","Eurasia ","Northern Eurasia ","68, 130"
"mnc","Tungusic","Manchu-Jurchen","Manchu-Xibe",69,"Diyari",0,-28,139,110102,110,59,216,6282,163,26,34.5,217.28,6276.8,160.33,25.66,94.83,213.76,6111.23,182.82,29.27,69,"mnc ","Manchu ","Tungusic ","Eurasia ","Northern Eurasia ","45, 125"
"nai","Tungusic","Tungus","EastTungus",70,"Drehu",13000,-21,167.25,112101,112,51,227,2258,1744,240,40.49,228.02,2214.74,1706.43,238.45,173.53,224.49,2113.19,1652.1,220.59,70,"gld ","Nanai ","Tungusic ","Eurasia ","North Pacific ","49.5, 137"
"ork","Tungusic","Tungus","EastTungus",71,"Dyirbal",29,-17.83,145.58,110102,110,747,206,2931,1700,119,525.25,219.36,2887.85,1680.94,96.53,288.58,243.23,3330.74,905.83,28.15,71,"oaa ","Orok ","Tungusic ","Eurasia ","North Pacific ","49.5, 143.5"
"udh","Tungusic","Tungus","EastTungus",72,"Arrernte(Mpqrntwe)",2380,-24,136,110102,110,256,224,6126,217,24,259.88,224.15,6099.08,218.5,23.45,284.71,226.72,5918.24,239.84,24.17,72,"ude ","Udihe ","Tungusic ","Eurasia ","North Pacific ","47.667, 136.25"
"azi","Turkic","CommonTurkic","Oghuz-Kipchak-Uyghur",73,"English",334800758,52,0,145106,145,125,96,4969,630,136,58.8,97.98,4920.11,602.35,127.64,111.47,96.05,4800.28,770.99,156.81,73,"azb ","Azeri ","Turkic ","Eurasia ","Middle East ","40.67, 47.75"
"bsk","Turkic","CommonTurkic","Oghuz-Kipchak-Uyghur",75,"Even",5660,68,130,105103,105,864,-181,21117,326,28,843.78,-179.68,21109.2,324.76,28.25,646.6,-166.55,20910.3,307.72,27.88,75,"bak ","Bashkir ","Turkic ","Eurasia ","Northern Eurasia ","53, 58"
"chv","Turkic","Bolgar","Bolgar",76,"Evenki",17130,56,125,105103,105,883,-75,16882,591,28,897.49,-75.97,16866,583.04,30.07,709.29,-67.98,17021.2,526.72,31.71,76,"chv ","Chuvash ","Turkic ","Eurasia ","Northern Eurasia ","55.5, 47.5"
"cri","Turkic","CommonTurkic","Oghuz-Kipchak-Uyghur",77,"Eyak",0,60.5,-145,168102,168,72,33,6360,1964,356,527.96,6.15,7263.72,1505.65,263.88,1019.33,-40.28,10406.5,699.17,106.71,77,"crh ","Turkish_Crimean ","Turkic ","Eurasia ","Europe ","45, 34.083"
"krc","Turkic","CommonTurkic","Oghuz-Kipchak-Uyghur",78,"Persian",56645100,32,54,145107,145,1361,180,8933,66,0,1661.25,163.55,8946.63,83.65,0.79,1442.79,170.86,8520.14,153.61,2,78,"krc ","Karachay-Balkar ","Turkic ","Eurasia ","Middle East ","44, 42"
"kkp","Turkic","CommonTurkic","Oghuz-Kipchak-Uyghur",79,"Fijian",337320,-17.83,178,112101,112,752,212,1421,2970,464,195.26,240.3,1330.25,2561.55,352.91,150.21,244.78,1230.4,2474.7,323.56,79,"kaa ","Karakalpak ","Turkic ","Eurasia ","Northern Eurasia ","43, 60"
"khk","Turkic","CommonTurkic","SouthSiberianTurkic",80,"Finnish",4994490,62,25,207101,207,135,31,8675,624,99,141.46,30.98,8655.07,624.05,98.98,88.97,33.43,8700.69,598.24,94.27,80,"kjh ","Khakas ","Turkic ","Eurasia ","Northern Eurasia ","53, 90"
"khl","Turkic","CommonTurkic","CommonTurkic",81,"French",68458600,48,2,145105,145,127,107,5671,645,147,129.06,107.91,5624.37,655.32,147.92,225.61,104.98,5474.35,764.21,160.15,81,"klj ","Khalaj ","Turkic ","Eurasia ","Middle East ","35, 50"
"kgz","Turkic","CommonTurkic","Oghuz-Kipchak-Uyghur",82,"Garrwa",87,-17.08,137.17,110105,110,182,260,3714,784,7,169.92,260.32,3697.81,785.99,7.06,174.59,260.75,4047.3,628.17,9.34,82,"kir ","Kirghiz ","Turkic ","Eurasia ","Northern Eurasia ","42, 75"
"tvo","Turkic","CommonTurkic","Oghuz-Kipchak-Uyghur",83,"Garo",1009000,25.67,90.5,189103,189,315,236,3319,3166,24,183.18,240.42,3559.04,2998.03,27.61,1344.06,183.77,4425.53,1742.95,29.61,83,"tat ","Tatar ","Turkic ","Eurasia ","Northern Eurasia ","56, 49.5"
"tur","Turkic","CommonTurkic","Oghuz-Kipchak-Uyghur",84,"Georgian",3980000,42,44,152101,152,1028,80,7576,735,126,1533.28,55.85,7387.31,809.74,121.2,1170.82,80.36,8454.29,608.83,84.07,84,"tur ","Turkish ","Turkic ","Eurasia ","Middle East ","39, 35"
"tkm","Turkic","CommonTurkic","Oghuz-Kipchak-Uyghur",85,"German",83812810,52,10,145106,145,227,80,6064,779,162,198.39,82.71,6128.22,732.63,149.98,205.53,84,6250.74,713.18,137.26,85,"tuk ","Turkmen ","Turkic ","Eurasia ","Northern Eurasia ","40, 58"
"tuv","Turkic","CommonTurkic","SouthSiberianTurkic",86,"Gooniyandi",410,-18.33,126.33,110106,110,224,272,4242,498,7,252.09,270.48,4218.61,509.88,8.85,272.41,267.1,4060.41,569.56,10.5,86,"tyv ","Tuva ","Turkic ","Eurasia ","Northern Eurasia ","52, 95"
"uyg","Turkic","CommonTurkic","Oghuz-Kipchak-Uyghur",87,"Greek(Modern)",13068650,39,22,145108,145,667,134,6707,823,79,558.98,138.89,6645.66,786.35,70.57,564.12,126.86,6550.59,726.83,85.9,87,"uig ","Uighur ","Turkic ","Eurasia ","Northern Eurasia ","40, 80"
"uzn","Turkic","CommonTurkic","Oghuz-Kipchak-Uyghur",88,"Guaranφ",4650000,-26,-56,206101,206,169,213,3603,1531,255,198.62,213.71,3593.74,1551.94,270.2,236.91,211.45,3473.09,1480.94,253.07,88,"uzn ","Uzbek ","Turkic ","Eurasia ","Northern Eurasia ","39, 66"
"ykt","Turkic","CommonTurkic","NorthSiberianTurkic",89,"Kuku-Yalanji",360,-16,145,110102,110,457,236,2203,1513,51,338.26,242.65,2218.62,1433.14,44.74,253.54,249.53,2779.05,1093.18,23.62,89,"sah ","Yakut ","Turkic ","Eurasia ","Northern Eurasia ","62, 130"
"ong","Jarawa-Onge","Jarawa-Onge","Jarawa-Onge",91,"Hawaiian",27200,19.58,-155.5,112101,112,3227,68,1288,701,104,1002.34,177.26,1113.5,1752.67,315.93,705.6,195.83,1209.94,1536.8,258.19,91,"oon ","Onge ","Andaman ","Eurasia ","Southeast Asia ","10.75, 92.5"
"ane","Anem","Anem","Anem",93,"Hindi",260302820,25,77,145102,145,397,253,5611,890,8,369.93,254.87,5596.73,875.99,9.15,340.08,255.42,5445.47,839.95,13.31,93,"anz ","Anem ","Anem ","Pacific ","North New Guinea ","-5.667, 149"
"hix","Cariban","Parukotoan","Waiwaian",94,"Hixkaryana",600,-1,-59,123101,123,177,268,463,2330,287,132.5,269.51,462.4,2316.45,287.49,125.38,268.08,490.24,2184.29,259.15,94,"jap ","Jarawara ","Arawá ","South America ","Amazon ","-8, -67"
"pau","Arawan","Arawan","Arawan",95,"Huastec",131000,22.08,-99.33,163101,163,433,230,3598,1577,80,674.14,226.44,3448.53,1081.7,64.35,1397.67,196.5,3009.69,780.13,46.79,95,"pad ","Paumarí ","Arawá ","South America ","Amazon ","-7, -64.5"
"map","Araucanian","Araucanian","Araucanian",96,"Hungarian",12319330,47,20,207102,207,95,107,7822,525,90,99.38,107.28,7818.36,530.86,91.39,363.16,91.01,7478.92,719.4,126.26,96,"arn ","Mapudungun ","Araucanian ","South America ","Andes ","-36, -72"
"amu","Arawakan","Maipuran","WesternMaipuran",97,"Hunzib",1420,42.17,46.25,169102,169,2447,15,7256,819,71,1641.4,57.22,7749.55,755.56,78.32,851.19,92.19,8676.54,491.01,69.72,97,"ame ","Amuesha ","Arawak ","South America ","Amazon ","-10, -73"
"apu","Arawakan","Maipuran","SouthernMaipuran",98,"Hupa",8,41.08,-123.67,168101,168,542,111,4895,1391,41,835.06,96.12,4810.82,1354.57,45.1,929.51,97.53,5772.02,953.77,47.51,98,"apu ","Apurinã ","Arawak ","South America ","Amazon ","-9, -67"
"ara","Arawakan","Maipuran","NorthernMaipuran",99,"Iaai",4080,-20.42,166.58,112101,112,11,233,2131,1354,191,30,229.7,2176.22,1515.78,209.41,169.83,225.71,2058.26,1691.86,226.96,99,"arw ","Arawak ","Arawak ","South America ","Amazon ","-8, -37.3"
"baq","Arawakan","Maipuran","SouthernMaipuran",101,"Ika",22800,10.67,-73.75,126103,126,2975,98,650,2359,198,738.21,235.58,524.53,1625.67,83.9,511.58,250.76,493.2,1685.02,120.8,101,"brg ","Baure ","Arawak ","South America ","Amazon ","-15, -64"
"cax","Arawakan","Maipuran","SouthernMaipuran",102,"Imonda",250,-3.33,141.17,117101,117,367,248,205,2223,385,277.76,253.5,221.76,2503.62,437.59,589.08,240.24,452.56,3313.73,647.03,102,"cni ","Campa ","Arawak ","South America ","Andes ","-12, -74"
